nth  vaddr      bind type lib          name
24   0x005c9bfc NONE FUNC MSVCRT.dll   fread
25   0x005c9c00 NONE FUNC MSVCRT.dll   fopen
26   0x005c9c04 NONE FUNC MSVCRT.dll   fprintf
27   0x005c9c08 NONE FUNC MSVCRT.dll   fclose
28   0x005c9c0c NONE FUNC MSVCRT.dll   sprintf
29   0x005c9c10 NONE FUNC MSVCRT.dll   strncpy
30   0x005c9c14 NONE FUNC MSVCRT.dll   isdigit
31   0x005c9c18 NONE FUNC MSVCRT.dll   _mbsnbcpy
32   0x005c9c1c NONE FUNC MSVCRT.dll   asin
33   0x005c9c20 NONE FUNC MSVCRT.dll   wcscmp
34   0x005c9c24 NONE FUNC MSVCRT.dll   malloc
35   0x005c9c28 NONE FUNC MSVCRT.dll   free
36   0x005c9c2c NONE FUNC MSVCRT.dll   strtoul
37   0x005c9c30 NONE FUNC MSVCRT.dll   log
38   0x005c9c34 NONE FUNC MSVCRT.dll   atan2
39   0x005c9c38 NONE FUNC MSVCRT.dll   atan
40   0x005c9c3c NONE FUNC MSVCRT.dll   exp
41   0x005c9c40 NONE FUNC MSVCRT.dll   cos
42   0x005c9c44 NONE FUNC MSVCRT.dll   sin
43   0x005c9c48 NONE FUNC MSVCRT.dll   memmove
44   0x005c9c4c NONE FUNC MSVCRT.dll   strncat
45   0x005c9c50 NONE FUNC MSVCRT.dll   atol
46   0x005c9c54 NONE FUNC MSVCRT.dll   fabs
47   0x005c9c58 NONE FUNC MSVCRT.dll   strlen
48   0x005c9c5c NONE FUNC MSVCRT.dll   strcat
49   0x005c9c60 NONE FUNC MSVCRT.dll   sqrt
50   0x005c9c64 NONE FUNC MSVCRT.dll   _mbscmp
51   0x005c9c68 NONE FUNC MSVCRT.dll   atof
52   0x005c9c6c NONE FUNC MSVCRT.dll   abs
53   0x005c9c70 NONE FUNC MSVCRT.dll   _CxxThrowException
54   0x005c9c74 NONE FUNC MSVCRT.dll   _mbsicmp
55   0x005c9c78 NONE FUNC MSVCRT.dll   atoi
56   0x005c9c7c NONE FUNC MSVCRT.dll   _ftol
57   0x005c9c80 NONE FUNC MSVCRT.dll   memset
58   0x005c9c84 NONE FUNC MSVCRT.dll   strcpy
59   0x005c9c88 NONE FUNC MSVCRT.dll   memcpy
60   0x005c9c8c NONE FUNC MSVCRT.dll   __CxxFrameHandler
61   0x005c9c90 NONE FUNC MSVCRT.dll   _setmbcp
62   0x005c9c94 NONE FUNC MSVCRT.dll   _itoa
63   0x005c9c98 NONE FUNC MSVCRT.dll   acos
64   0x005c9c9c NONE FUNC MSVCRT.dll   ftell
1    0x005c9154 NONE FUNC KERNEL32.dll PurgeComm
2    0x005c9158 NONE FUNC KERNEL32.dll SetupComm
3    0x005c915c NONE FUNC KERNEL32.dll SetCommState
4    0x005c9160 NONE FUNC KERNEL32.dll GetCommState
5    0x005c9164 NONE FUNC KERNEL32.dll CreateWaitableTimerA
6    0x005c9168 NONE FUNC KERNEL32.dll SetWaitableTimer
7    0x005c916c NONE FUNC KERNEL32.dll GlobalAlloc
8    0x005c9170 NONE FUNC KERNEL32.dll GlobalLock
9    0x005c9174 NONE FUNC KERNEL32.dll WriteFile
10   0x005c9178 NONE FUNC KERNEL32.dll ReadFile
11   0x005c917c NONE FUNC KERNEL32.dll GetTempPathA
12   0x005c9180 NONE FUNC KERNEL32.dll GetDiskFreeSpaceExA
13   0x005c9184 NONE FUNC KERNEL32.dll lstrcmpiA
14   0x005c9188 NONE FUNC KERNEL32.dll SetFileAttributesA
15   0x005c918c NONE FUNC KERNEL32.dll RemoveDirectoryA
16   0x005c9190 NONE FUNC KERNEL32.dll CreateDirectoryA
17   0x005c9194 NONE FUNC KERNEL32.dll GetVersionExA
18   0x005c9198 NONE FUNC KERNEL32.dll FindFirstFileA
19   0x005c919c NONE FUNC KERNEL32.dll FindNextFileA
20   0x005c91a0 NONE FUNC KERNEL32.dll SetCommTimeouts
21   0x005c91a4 NONE FUNC KERNEL32.dll GetExitCodeThread
22   0x005c91a8 NONE FUNC KERNEL32.dll GetCurrentDirectoryA
23   0x005c91ac NONE FUNC KERNEL32.dll LocalFree
24   0x005c91b0 NONE FUNC KERNEL32.dll FormatMessageA
25   0x005c91b4 NONE FUNC KERNEL32.dll ClearCommError
26   0x005c91b8 NONE FUNC KERNEL32.dll DeviceIoControl
27   0x005c91bc NONE FUNC KERNEL32.dll TerminateThread
28   0x005c91c0 NONE FUNC KERNEL32.dll lstrlenA
29   0x005c91c4 NONE FUNC KERNEL32.dll WritePrivateProfileStringA
30   0x005c91c8 NONE FUNC KERNEL32.dll GetStartupInfoA
31   0x005c91cc NONE FUNC KERNEL32.dll GetProcAddress
32   0x005c91d0 NONE FUNC KERNEL32.dll FindClose
33   0x005c91d4 NONE FUNC KERNEL32.dll GetProcessHeap
34   0x005c91d8 NONE FUNC KERNEL32.dll HeapAlloc
35   0x005c91dc NONE FUNC KERNEL32.dll HeapFree
36   0x005c91e0 NONE FUNC KERNEL32.dll HeapDestroy
37   0x005c91e4 NONE FUNC KERNEL32.dll HeapCreate
38   0x005c91e8 NONE FUNC KERNEL32.dll MulDiv
39   0x005c91ec NONE FUNC KERNEL32.dll lstrcpyA
40   0x005c91f0 NONE FUNC KERNEL32.dll CopyFileA
41   0x005c91f4 NONE FUNC KERNEL32.dll DeleteFileA
42   0x005c91f8 NONE FUNC KERNEL32.dll MoveFileA
43   0x005c91fc NONE FUNC KERNEL32.dll GetLocalTime
44   0x005c9200 NONE FUNC KERNEL32.dll WaitForSingleObject
45   0x005c9204 NONE FUNC KERNEL32.dll CloseHandle
46   0x005c9208 NONE FUNC KERNEL32.dll CreateProcessA
47   0x005c920c NONE FUNC KERNEL32.dll lstrcmpA
48   0x005c9210 NONE FUNC KERNEL32.dll Sleep
49   0x005c9214 NONE FUNC KERNEL32.dll MapViewOfFile
50   0x005c9218 NONE FUNC KERNEL32.dll GetLastError
51   0x005c921c NONE FUNC KERNEL32.dll CreateFileMappingA
52   0x005c9220 NONE FUNC KERNEL32.dll GetFileSize
53   0x005c9224 NONE FUNC KERNEL32.dll CreateFileA
54   0x005c9228 NONE FUNC KERNEL32.dll GlobalFree
55   0x005c922c NONE FUNC KERNEL32.dll GlobalUnlock
56   0x005c9230 NONE FUNC KERNEL32.dll UnmapViewOfFile
57   0x005c9234 NONE FUNC KERNEL32.dll LoadLibraryA
58   0x005c9238 NONE FUNC KERNEL32.dll FreeLibrary
59   0x005c923c NONE FUNC KERNEL32.dll GetSystemDirectoryA
60   0x005c9240 NONE FUNC KERNEL32.dll FreeResource
61   0x005c9244 NONE FUNC KERNEL32.dll SizeofResource
62   0x005c9248 NONE FUNC KERNEL32.dll LockResource
63   0x005c924c NONE FUNC KERNEL32.dll LoadResource
64   0x005c9250 NONE FUNC KERNEL32.dll FindResourceA
65   0x005c9254 NONE FUNC KERNEL32.dll GetTickCount
66   0x005c9258 NONE FUNC KERNEL32.dll CreateEventA
67   0x005c925c NONE FUNC KERNEL32.dll ResetEvent
68   0x005c9260 NONE FUNC KERNEL32.dll ResumeThread
69   0x005c9264 NONE FUNC KERNEL32.dll SetThreadPriority
70   0x005c9268 NONE FUNC KERNEL32.dll CreateThread
71   0x005c926c NONE FUNC KERNEL32.dll SetEvent
72   0x005c9270 NONE FUNC KERNEL32.dll SetCurrentDirectoryA
73   0x005c9274 NONE FUNC KERNEL32.dll GetModuleFileNameA
74   0x005c9278 NONE FUNC KERNEL32.dll MultiByteToWideChar
75   0x005c927c NONE FUNC KERNEL32.dll GetModuleHandleA
1    0x005c9d84 NONE FUNC USER32.dll   ClientToScreen
2    0x005c9d88 NONE FUNC USER32.dll   SetCapture
3    0x005c9d8c NONE FUNC USER32.dll   GetParent
4    0x005c9d90 NONE FUNC USER32.dll   WindowFromPoint
5    0x005c9d94 NONE FUNC USER32.dll   GetCaretPos
6    0x005c9d98 NONE FUNC USER32.dll   LoadCursorA
7    0x005c9d9c NONE FUNC USER32.dll   LoadImageA
8    0x005c9da0 NONE FUNC USER32.dll   DestroyIcon
9    0x005c9da4 NONE FUNC USER32.dll   IsWindow
10   0x005c9da8 NONE FUNC USER32.dll   CopyRect
11   0x005c9dac NONE FUNC USER32.dll   OffsetRect
12   0x005c9db0 NONE FUNC USER32.dll   FillRect
13   0x005c9db4 NONE FUNC USER32.dll   DrawStateA
14   0x005c9db8 NONE FUNC USER32.dll   DrawFocusRect
15   0x005c9dbc NONE FUNC USER32.dll   InvalidateRect
16   0x005c9dc0 NONE FUNC USER32.dll   GetSystemMetrics
17   0x005c9dc4 NONE FUNC USER32.dll   SetWindowPos
18   0x005c9dc8 NONE FUNC USER32.dll   SetRect
19   0x005c9dcc NONE FUNC USER32.dll   GetSubMenu
20   0x005c9dd0 NONE FUNC USER32.dll   IsWindowVisible
21   0x005c9dd4 NONE FUNC USER32.dll   GetSysColor
22   0x005c9dd8 NONE FUNC USER32.dll   IsClipboardFormatAvailable
23   0x005c9ddc NONE FUNC USER32.dll   ReleaseDC
24   0x005c9de0 NONE FUNC USER32.dll   SetScrollPos
25   0x005c9de4 NONE FUNC USER32.dll   TranslateAcceleratorA
26   0x005c9de8 NONE FUNC USER32.dll   LoadAcceleratorsA
27   0x005c9dec NONE FUNC USER32.dll   PostMessageA
28   0x005c9df0 NONE FUNC USER32.dll   GetWindow
29   0x005c9df4 NONE FUNC USER32.dll   DrawFrameControl
30   0x005c9df8 NONE FUNC USER32.dll   GetIconInfo
31   0x005c9dfc NONE FUNC USER32.dll   FrameRect
32   0x005c9e00 NONE FUNC USER32.dll   GetActiveWindow
33   0x005c9e04 NONE FUNC USER32.dll   SetTimer
34   0x005c9e08 NONE FUNC USER32.dll   KillTimer
35   0x005c9e0c NONE FUNC USER32.dll   LoadBitmapA
36   0x005c9e10 NONE FUNC USER32.dll   RedrawWindow
37   0x005c9e14 NONE FUNC USER32.dll   CheckMenuItem
38   0x005c9e18 NONE FUNC USER32.dll   EnableMenuItem
39   0x005c9e1c NONE FUNC USER32.dll   GetFocus
40   0x005c9e20 NONE FUNC USER32.dll   RegisterWindowMessageA
41   0x005c9e24 NONE FUNC USER32.dll   IsIconic
42   0x005c9e28 NONE FUNC USER32.dll   FindWindowA
43   0x005c9e2c NONE FUNC USER32.dll   GetLastActivePopup
44   0x005c9e30 NONE FUNC USER32.dll   SetForegroundWindow
45   0x005c9e34 NONE FUNC USER32.dll   GetClientRect
46   0x005c9e38 NONE FUNC USER32.dll   DrawIcon
47   0x005c9e3c NONE FUNC USER32.dll   LoadIconA
48   0x005c9e40 NONE FUNC USER32.dll   PeekMessageA
49   0x005c9e44 NONE FUNC USER32.dll   MsgWaitForMultipleObjects
50   0x005c9e48 NONE FUNC USER32.dll   DispatchMessageA
51   0x005c9e4c NONE FUNC USER32.dll   DrawIconEx
52   0x005c9e50 NONE FUNC USER32.dll   ClipCursor
53   0x005c9e54 NONE FUNC USER32.dll   GetScrollPos
54   0x005c9e58 NONE FUNC USER32.dll   GetScrollRange
55   0x005c9e5c NONE FUNC USER32.dll   GetWindowRect
56   0x005c9e60 NONE FUNC USER32.dll   SetCursorPos
57   0x005c9e64 NONE FUNC USER32.dll   ScreenToClient
58   0x005c9e68 NONE FUNC USER32.dll   ActivateKeyboardLayout
59   0x005c9e6c NONE FUNC USER32.dll   LoadKeyboardLayoutA
60   0x005c9e70 NONE FUNC USER32.dll   GetClassNameA
61   0x005c9e74 NONE FUNC USER32.dll   GetDesktopWindow
62   0x005c9e78 NONE FUNC USER32.dll   SystemParametersInfoA
63   0x005c9e7c NONE FUNC USER32.dll   DefWindowProcA
64   0x005c9e80 NONE FUNC USER32.dll   GetClassInfoA
65   0x005c9e84 NONE FUNC USER32.dll   IntersectRect
66   0x005c9e88 NONE FUNC USER32.dll   TabbedTextOutA
67   0x005c9e8c NONE FUNC USER32.dll   DrawTextA
68   0x005c9e90 NONE FUNC USER32.dll   GrayStringA
69   0x005c9e94 NONE FUNC USER32.dll   InvertRect
70   0x005c9e98 NONE FUNC USER32.dll   GetCapture
71   0x005c9e9c NONE FUNC USER32.dll   InflateRect
72   0x005c9ea0 NONE FUNC USER32.dll   DrawEdge
73   0x005c9ea4 NONE FUNC USER32.dll   EnumDisplaySettingsA
74   0x005c9ea8 NONE FUNC USER32.dll   TranslateMessage
75   0x005c9eac NONE FUNC USER32.dll   UpdateWindow
76   0x005c9eb0 NONE FUNC USER32.dll   ShowCursor
77   0x005c9eb4 NONE FUNC USER32.dll   GetWindowDC
78   0x005c9eb8 NONE FUNC USER32.dll   GetForegroundWindow
79   0x005c9ebc NONE FUNC USER32.dll   MessageBoxA
80   0x005c9ec0 NONE FUNC USER32.dll   SetCaretPos
81   0x005c9ec4 NONE FUNC USER32.dll   ReleaseCapture
82   0x005c9ec8 NONE FUNC USER32.dll   SetCursor
83   0x005c9ecc NONE FUNC USER32.dll   GetKeyState
84   0x005c9ed0 NONE FUNC USER32.dll   SendMessageA
85   0x005c9ed4 NONE FUNC USER32.dll   EnableWindow
86   0x005c9ed8 NONE FUNC USER32.dll   GetComboBoxInfo
87   0x005c9edc NONE FUNC USER32.dll   GetWindowLongA
88   0x005c9ee0 NONE FUNC USER32.dll   SetWindowLongA
89   0x005c9ee4 NONE FUNC USER32.dll   LoadMenuA
90   0x005c9ee8 NONE FUNC USER32.dll   InsertMenuA
91   0x005c9eec NONE FUNC USER32.dll   GetMenuItemID
92   0x005c9ef0 NONE FUNC USER32.dll   CreatePopupMenu
93   0x005c9ef4 NONE FUNC USER32.dll   PtInRect
94   0x005c9ef8 NONE FUNC USER32.dll   GetMenu
95   0x005c9efc NONE FUNC USER32.dll   ShowWindow
96   0x005c9f00 NONE FUNC USER32.dll   GetMenuItemCount
97   0x005c9f04 NONE FUNC USER32.dll   GetDC
98   0x005c9f08 NONE FUNC USER32.dll   GetCursorPos
1    0x005c9060 NONE FUNC GDI32.dll    GetCurrentObject
2    0x005c9064 NONE FUNC GDI32.dll    AbortDoc
3    0x005c9068 NONE FUNC GDI32.dll    Escape
4    0x005c906c NONE FUNC GDI32.dll    GetTextMetricsA
5    0x005c9070 NONE FUNC GDI32.dll    ExtTextOutA
6    0x005c9074 NONE FUNC GDI32.dll    TextOutA
7    0x005c9078 NONE FUNC GDI32.dll    RectVisible
8    0x005c907c NONE FUNC GDI32.dll    PtVisible
9    0x005c9080 NONE FUNC GDI32.dll    DeleteDC
10   0x005c9084 NONE FUNC GDI32.dll    CreateBitmap
11   0x005c9088 NONE FUNC GDI32.dll    SetBkColor
12   0x005c908c NONE FUNC GDI32.dll    SetTextColor
13   0x005c9090 NONE FUNC GDI32.dll    StretchBlt
14   0x005c9094 NONE FUNC GDI32.dll    Ellipse
15   0x005c9098 NONE FUNC GDI32.dll    EndDoc
16   0x005c909c NONE FUNC GDI32.dll    EndPage
17   0x005c90a0 NONE FUNC GDI32.dll    StartPage
18   0x005c90a4 NONE FUNC GDI32.dll    BeginPath
19   0x005c90a8 NONE FUNC GDI32.dll    ResetDCA
20   0x005c90ac NONE FUNC GDI32.dll    GetDeviceCaps
21   0x005c90b0 NONE FUNC GDI32.dll    CreateFontA
22   0x005c90b4 NONE FUNC GDI32.dll    SetDIBits
23   0x005c90b8 NONE FUNC GDI32.dll    GetDIBits
24   0x005c90bc NONE FUNC GDI32.dll    CreateDIBitmap
25   0x005c90c0 NONE FUNC GDI32.dll    CreateRectRgnIndirect
26   0x005c90c4 NONE FUNC GDI32.dll    CreatePalette
27   0x005c90c8 NONE FUNC GDI32.dll    CreateDIBSection
28   0x005c90cc NONE FUNC GDI32.dll    StretchDIBits
29   0x005c90d0 NONE FUNC GDI32.dll    SelectPalette
30   0x005c90d4 NONE FUNC GDI32.dll    RealizePalette
31   0x005c90d8 NONE FUNC GDI32.dll    SelectObject
32   0x005c90dc NONE FUNC GDI32.dll    DeleteObject
33   0x005c90e0 NONE FUNC GDI32.dll    Rectangle
34   0x005c90e4 NONE FUNC GDI32.dll    CreateRectRgn
35   0x005c90e8 NONE FUNC GDI32.dll    SetPixel
36   0x005c90ec NONE FUNC GDI32.dll    BitBlt
37   0x005c90f0 NONE FUNC GDI32.dll    CreateCompatibleDC
38   0x005c90f4 NONE FUNC GDI32.dll    CreateCompatibleBitmap
39   0x005c90f8 NONE FUNC GDI32.dll    CreatePen
40   0x005c90fc NONE FUNC GDI32.dll    GetTextExtentPoint32A
41   0x005c9100 NONE FUNC GDI32.dll    GetObjectA
42   0x005c9104 NONE FUNC GDI32.dll    CreateFontIndirectA
43   0x005c9108 NONE FUNC GDI32.dll    EndPath
44   0x005c910c NONE FUNC GDI32.dll    SetViewportExtEx
45   0x005c9110 NONE FUNC GDI32.dll    SetWindowExtEx
46   0x005c9114 NONE FUNC GDI32.dll    GetPixel
47   0x005c9118 NONE FUNC GDI32.dll    SetPixelV
48   0x005c911c NONE FUNC GDI32.dll    CreatePolygonRgn
49   0x005c9120 NONE FUNC GDI32.dll    FillRgn
50   0x005c9124 NONE FUNC GDI32.dll    CreateSolidBrush
51   0x005c9128 NONE FUNC GDI32.dll    SetPixelFormat
52   0x005c912c NONE FUNC GDI32.dll    ChoosePixelFormat
53   0x005c9130 NONE FUNC GDI32.dll    SwapBuffers
54   0x005c9134 NONE FUNC GDI32.dll    GetStockObject
55   0x005c9138 NONE FUNC GDI32.dll    CreateHalftonePalette
56   0x005c913c NONE FUNC GDI32.dll    GetMapMode
57   0x005c9140 NONE FUNC GDI32.dll    StartDocA
1    0x005c9f28 NONE FUNC WINSPOOL.DRV ClosePrinter
2    0x005c9f2c NONE FUNC WINSPOOL.DRV OpenPrinterA
3    0x005c9f30 NONE FUNC WINSPOOL.DRV GetPrinterA
1    0x005c9d64 NONE FUNC SHELL32.dll  ShellExecuteExA
2    0x005c9d68 NONE FUNC SHELL32.dll  SHGetMalloc
3    0x005c9d6c NONE FUNC SHELL32.dll  SHGetDesktopFolder
4    0x005c9d70 NONE FUNC SHELL32.dll  SHBrowseForFolderA
5    0x005c9d74 NONE FUNC SHELL32.dll  SHGetPathFromIDListA
6    0x005c9d78 NONE FUNC SHELL32.dll  ShellExecuteA
7    0x005c9d7c NONE FUNC SHELL32.dll  SHGetSpecialFolderPathA
1    0x005c9044 NONE FUNC COMCTL32.dll ImageList_ReplaceIcon
2    0x005c9048 NONE FUNC COMCTL32.dll ImageList_GetImageInfo
3    0x005c904c NONE FUNC COMCTL32.dll ImageList_Draw
4    0x005c9050 NONE FUNC COMCTL32.dll ImageList_AddMasked
5    0x005c9054 NONE FUNC COMCTL32.dll _TrackMouseEvent
6    0x005c9058 NONE FUNC COMCTL32.dll ImageList_SetOverlayImage
1    0x005ca004 NONE FUNC ole32.dll    CreateStreamOnHGlobal
2    0x005ca008 NONE FUNC ole32.dll    OleInitialize
3    0x005ca00c NONE FUNC ole32.dll    CoUninitialize
4    0x005ca010 NONE FUNC ole32.dll    CoInitialize
